hero0,hero1,hero2,hero3,hero4,hero5,hero6,hero7,hero8,hero9,radiant_win
50,72,14,45,26,119,32,88,68,135,False
94,30,108,11,64,57,48,123,45,68,False
78,14,26,102,48,69,93,87,25,86,True
63,85,23,12,50,58,26,48,17,69,True
87,48,25,96,33,17,8,26,71,105,False
87,41,112,119,120,100,106,39,35,21,False
54,35,72,71,70,58,23,63,2,43,False
50,73,86,53,94,120,26,33,70,14,True
48,113,123,33,54,62,30,95,11,18,True
67,59,71,101,31,14,123,105,15,29,True
28,21,3,32,20,68,29,86,84,1,False
76,22,50,48,46,9,14,42,21,84,False
81,8,46,84,26,23,120,62,119,30,False
74,55,71,97,81,105,112,42,27,62,False
12,1,58,10,40,79,91,52,71,105,True
25,79,129,74,93,54,26,106,37,23,True
83,17,105,51,56,44,5,84,62,68,True
47,44,32,30,10,84,48,69,74,35,True
7,5,44,98,47,14,84,104,6,74,True
49,26,15,68,114,17,6,135,5,14,True
32,21,84,93,74,15,48,52,102,26,False
74,68,93,98,35,26,28,6,100,81,False
25,13,42,59,26,74,113,75,97,126,False
33,112,85,1,34,86,3,29,48,14,True
37,104,86,94,19,51,14,99,44,10,False
94,110,48,62,70,72,59,97,74,36,True
22,25,103,11,44,101,14,64,7,8,True
72,106,26,105,64,48,99,37,86,49,False
26,15,86,61,101,9,123,111,74,30,False
72,40,6,48,126,119,30,52,39,10,True
121,38,2,67,37,44,45,84,36,113,True
53,47,22,41,27,69,2,59,31,90,True
84,103,11,1,16,109,7,62,94,119,False
7,53,119,97,14,47,5,59,61,8,True
96,72,88,101,11,68,20,25,89,69,False
86,66,54,123,49,14,114,23,25,69,True
123,50,42,6,112,135,11,81,104,101,False
106,39,34,112,44,84,25,75,53,18,False
94,9,13,8,21,99,26,114,97,74,False
2,75,26,1,9,7,57,44,17,97,False
37,13,26,94,23,28,68,111,76,54,True
42,84,114,74,35,58,101,20,43,67,True
12,21,71,104,15,4,16,44,23,29,True
13,93,129,128,112,72,86,64,97,36,True
123,2,37,40,60,56,45,55,26,103,True
96,59,126,1,14,8,39,21,57,2,True
41,84,14,33,64,99,48,68,7,11,False
108,10,64,14,70,99,23,93,105,63,True
85,112,35,28,41,49,128,89,30,4,True
75,46,68,27,109,42,86,1,106,108,True
49,17,74,15,26,30,96,6,14,4,False
123,53,60,11,50,101,54,56,4,35,False
86,1,111,55,45,37,13,100,12,129,True
104,21,128,19,32,44,26,1,13,71,True
7,17,14,1,99,59,44,6,49,22,False
94,64,98,21,113,36,2,66,27,12,False
14,67,76,33,59,17,62,16,113,30,False
9,68,42,76,100,21,35,44,26,2,True
99,20,27,74,90,34,28,121,26,114,True
22,100,72,7,12,64,44,50,51,35,True
74,45,28,47,30,27,93,22,35,14,False
67,81,7,114,90,9,2,14,84,1,False
33,97,83,13,8,5,44,11,86,21,True
6,1,123,7,74,23,112,47,27,109,True
25,62,23,59,54,2,7,52,47,51,False
84,93,85,16,47,7,44,17,45,69,True
56,39,26,6,18,128,53,35,105,44,True
25,81,56,6,84,57,68,58,17,41,True
26,29,105,12,106,31,14,41,74,109,False
30,60,71,126,68,53,3,25,102,72,True
67,48,5,30,23,12,35,49,40,26,True
27,41,68,60,17,45,10,33,102,1,False
42,32,59,90,64,39,31,9,26,6,True
110,26,10,129,13,2,8,74,40,48,True
114,86,88,67,62,48,16,78,30,106,False
68,104,35,30,45,9,110,41,44,46,True
22,2,40,49,16,107,71,19,99,21,False
82,49,93,111,128,14,72,120,53,75,True
93,43,28,5,14,40,87,42,10,48,True
14,35,48,75,103,26,74,73,44,108,True
31,19,8,13,22,104,50,93,72,27,False
129,9,100,44,47,69,105,54,29,48,True
21,120,93,119,26,39,72,27,14,36,False
8,44,3,29,7,33,99,65,40,20,False
94,70,46,84,62,86,100,8,23,11,True
25,14,63,39,31,16,33,35,74,67,False
86,35,25,74,104,88,53,30,2,63,True
26,54,88,120,90,91,44,114,17,71,True
11,87,104,40,21,74,42,34,49,44,True
2,27,112,70,25,68,28,9,114,47,True
14,8,80,21,87,35,95,74,25,48,False
60,32,87,107,17,26,67,110,33,35,False
14,98,64,60,44,99,71,100,56,2,True
39,42,6,129,46,41,20,23,123,4,False
75,68,6,34,96,26,84,72,57,93,False
94,33,107,51,1,5,35,17,22,7,True
1,74,120,71,50,123,21,119,8,14,False
7,17,48,105,5,55,1,123,13,26,False
56,22,67,75,36,32,50,18,99,53,True
71,16,61,10,30,6,37,97,36,102,True
110,14,96,101,28,26,73,75,31,2,True
16,87,62,94,45,110,65,8,46,25,True
71,48,31,15,74,16,9,47,28,59,False
49,12,123,84,13,46,106,27,9,114,False
30,37,19,21,35,14,22,25,29,1,True
42,90,26,6,34,16,25,93,126,21,False
84,22,9,104,72,6,37,16,7,34,False
27,59,104,70,85,83,32,55,35,99,True
20,17,14,25,21,135,11,26,45,86,False
8,126,21,48,35,56,81,1,99,47,False
61,48,123,21,7,52,112,87,72,25,True
86,81,123,6,105,40,129,126,94,114,True
83,44,26,67,106,5,129,10,80,119,False
26,35,83,74,59,8,90,44,11,62,False
31,76,44,16,21,48,9,41,49,27,True
74,67,31,69,10,102,46,99,30,64,False
44,7,11,121,71,81,21,9,29,51,False
104,48,96,84,25,87,32,65,99,1,False
11,67,68,26,54,14,27,36,2,8,True
53,22,42,18,35,68,69,25,6,58,True
110,106,35,68,76,27,114,126,119,69,True
23,84,6,50,22,98,5,109,11,64,True
23,119,58,44,83,48,35,14,2,68,False
40,29,114,27,22,107,35,97,30,11,True
49,35,13,99,23,30,44,22,105,56,True
32,97,99,86,62,61,48,68,112,79,False
57,95,4,101,46,60,88,8,21,2,False
105,114,21,23,39,14,103,42,13,18,True
44,2,5,14,25,58,70,35,86,114,True
39,119,81,20,16,54,21,121,23,12,False
71,42,32,41,58,88,109,53,56,40,True
32,11,71,21,101,105,95,126,17,123,False
35,80,12,57,135,47,120,27,33,44,False
71,53,9,126,95,99,6,114,119,68,True
104,101,4,16,26,112,1,99,86,93,False
68,1,21,36,74,126,84,49,56,7,False
105,129,56,109,37,13,100,86,60,84,True
86,44,61,25,35,5,48,14,22,7,True
13,62,112,35,16,71,120,99,68,29,False
11,105,109,15,30,76,5,86,129,41,False
81,103,41,20,11,75,26,56,52,2,True
19,112,20,1,113,99,68,41,72,35,True
18,47,91,53,28,88,110,8,42,10,False
1,34,8,26,42,14,100,22,123,81,False
70,68,104,76,31,84,93,95,98,21,True
41,74,29,97,14,13,73,9,48,83,False
6,27,41,34,103,85,53,21,74,35,True
68,20,6,27,128,14,44,123,10,16,True
50,93,105,59,6,21,113,99,20,14,True
49,60,56,121,106,29,7,109,5,48,False
44,85,128,35,33,8,98,5,63,119,True
110,8,5,48,57,47,11,41,37,85,True
8,30,104,21,27,14,87,23,63,97,True
86,97,18,5,74,51,68,21,14,70,True
25,74,76,46,81,60,18,26,86,113,False
101,35,10,106,110,27,74,72,67,14,True
46,108,33,113,112,135,44,27,110,73,True
8,21,70,14,107,68,44,75,94,2,False
21,119,84,42,22,8,30,5,9,126,True
120,6,32,59,47,35,123,45,72,121,True
67,83,68,74,81,71,26,35,11,44,True
10,94,14,33,105,76,50,41,74,123,True
119,16,23,29,49,56,13,34,110,33,False
129,95,47,62,84,54,30,104,88,12,False
67,121,33,46,71,51,105,126,27,93,False
16,86,75,23,47,62,34,7,63,74,False
14,128,67,36,50,8,100,114,84,68,True
67,108,111,3,46,14,106,109,110,51,True
70,28,71,73,47,121,10,2,44,51,True
93,25,96,47,83,15,81,38,86,67,True
27,6,70,12,46,68,41,44,14,11,False
68,62,96,48,25,35,98,105,18,3,True
63,74,4,14,26,21,48,25,89,5,False
119,64,120,94,109,85,84,75,52,40,False
11,14,95,17,26,10,123,114,47,54,False
29,100,119,8,70,84,71,10,74,21,True
101,21,42,37,32,27,18,35,30,29,False
2,55,32,81,26,51,34,106,49,72,True
98,70,84,52,26,12,104,34,14,101,False
47,44,32,30,10,84,48,69,74,35,True
7,5,44,98,47,14,84,104,6,74,True
49,26,15,68,114,17,6,135,5,14,True
32,21,84,93,74,15,48,52,102,26,False
74,68,93,98,35,26,28,6,100,81,False
25,13,42,59,26,74,113,75,97,126,False
33,112,85,1,34,86,3,29,48,14,True
37,104,86,94,19,51,14,99,44,10,False
94,110,48,62,70,72,59,97,74,36,True
22,25,103,11,44,101,14,64,7,8,True
72,106,26,105,64,48,99,37,86,49,False
26,15,86,61,101,9,123,111,74,30,False
72,40,6,48,126,119,30,52,39,10,True
121,38,2,67,37,44,45,84,36,113,True
53,47,22,41,27,69,2,59,31,90,True
84,103,11,1,16,109,7,62,94,119,False
7,53,119,97,14,47,5,59,61,8,True
96,72,88,101,11,68,20,25,89,69,False
86,66,54,123,49,14,114,23,25,69,True
123,50,42,6,112,135,11,81,104,101,False
106,39,34,112,44,84,25,75,53,18,False
94,9,13,8,21,99,26,114,97,74,False
2,75,26,1,9,7,57,44,17,97,False
37,13,26,94,23,28,68,111,76,54,True
42,84,114,74,35,58,101,20,43,67,True
12,21,71,104,15,4,16,44,23,29,True
13,93,129,128,112,72,86,64,97,36,True
123,2,37,40,60,56,45,55,26,103,True
96,59,126,1,14,8,39,21,57,2,True
41,84,14,33,64,99,48,68,7,11,False
9,11,30,67,28,41,46,74,135,88,False
56,50,27,70,35,74,1,8,105,44,True
104,32,46,17,67,65,71,110,89,135,False
60,33,18,22,16,75,64,7,113,63,True
16,22,48,3,27,8,98,93,11,79,True
31,14,74,10,38,102,100,9,18,7,False
71,30,77,35,47,33,86,34,63,19,False
135,28,91,100,108,5,70,59,64,105,False
1,40,59,123,30,26,49,94,120,35,True
121,128,18,6,85,25,41,74,71,4,False
11,19,35,123,101,17,104,68,119,44,False
30,72,19,22,4,14,45,110,2,48,False
67,30,99,106,20,53,101,26,44,81,True
71,33,50,53,44,93,34,27,2,51,False
93,25,14,19,21,9,8,75,123,28,False
100,20,49,44,31,6,1,101,88,78,False
25,38,10,123,94,8,106,120,68,28,False
13,123,69,88,95,11,14,110,64,54,False
11,105,36,2,93,1,14,47,44,31,False
31,35,96,46,94,8,16,104,105,106,False
106,14,52,8,5,60,135,112,109,107,False
114,2,98,35,51,80,11,1,99,30,False
104,105,36,2,88,81,34,33,35,68,False
114,86,84,48,21,74,31,28,10,68,True
63,87,93,100,27,1,25,81,53,47,True
113,35,26,86,56,19,93,84,129,112,False
98,26,11,86,67,106,114,112,96,42,True
48,17,21,86,2,54,59,97,75,26,False
84,107,48,25,135,28,49,123,95,87,True
38,22,96,79,47,44,114,84,52,7,True
39,113,88,84,108,75,67,135,105,62,True
76,43,12,27,79,96,32,112,6,128,False
5,9,35,75,48,14,86,101,17,30,True
7,46,36,101,35,30,60,14,58,1,True
103,5,119,59,12,112,101,19,29,114,True
84,48,23,119,4,26,14,29,35,53,False
88,87,9,67,106,14,95,32,42,123,False
44,121,22,2,30,112,6,76,5,99,True
57,87,123,48,47,99,36,25,121,128,True
27,57,75,49,94,120,26,72,9,2,False
74,14,40,69,94,68,48,54,8,51,True
92,74,61,108,69,44,97,20,114,66,False
53,63,8,17,22,71,94,86,35,27,True
55,43,14,95,23,40,105,42,21,28,False
44,75,59,99,36,7,68,26,114,29,False
94,123,112,59,5,84,2,26,44,10,False
46,32,3,70,45,86,75,48,14,10,False
86,35,3,8,97,129,6,99,9,114,False
98,100,49,74,84,93,113,105,5,69,False
74,105,53,26,1,50,87,48,34,135,False
34,62,6,5,47,42,30,105,52,35,False
63,37,86,42,6,44,9,31,7,85,True
53,93,88,73,84,26,27,14,42,13,True
27,108,64,7,37,29,42,126,68,13,False
97,84,96,102,8,19,40,17,12,108,False
75,128,35,119,21,2,12,15,112,26,True
47,28,81,5,128,10,75,9,48,58,False
65,67,29,62,121,100,112,126,30,8,False
32,26,11,14,107,93,113,31,108,74,True
2,54,92,107,30,74,119,41,84,75,False
8,7,62,39,26,13,89,68,72,14,True
25,29,14,4,62,36,22,2,80,23,True
1,40,2,9,106,14,71,68,95,27,False
22,17,84,129,89,25,68,21,19,16,True
1,103,101,17,84,30,6,7,126,49,True
30,14,94,62,74,98,126,75,12,50,False
22,93,27,88,96,21,95,35,52,98,False
48,20,105,11,16,57,43,94,36,14,False
107,1,14,56,16,42,21,76,123,94,False
46,119,50,68,41,91,101,67,14,40,False
26,114,14,100,11,104,102,10,22,123,True
8,56,25,88,104,4,62,22,53,83,False
7,51,21,129,68,26,104,48,14,30,True
26,35,83,74,59,8,90,44,11,62,False
31,76,44,16,21,48,9,41,49,27,True
74,67,31,69,10,102,46,99,30,64,False
44,7,11,121,71,81,21,9,29,51,False
104,48,96,84,25,87,32,65,99,1,False
11,67,68,26,54,14,27,36,2,8,True
53,22,42,18,35,68,69,25,6,58,True
110,106,35,68,76,27,114,126,119,69,True
23,84,6,50,22,98,5,109,11,64,True
23,119,58,44,83,48,35,14,2,68,False
40,29,114,27,22,107,35,97,30,11,True
49,35,13,99,23,30,44,22,105,56,True
32,97,99,86,62,61,48,68,112,79,False
57,95,4,101,46,60,88,8,21,2,False
105,114,21,23,39,14,103,42,13,18,True
44,2,5,14,25,58,70,35,86,114,True
39,119,81,20,16,54,21,121,23,12,False
71,42,32,41,58,88,109,53,56,40,True
32,11,71,21,101,105,95,126,17,123,False
35,80,12,57,135,47,120,27,33,44,False
71,53,9,126,95,99,6,114,119,68,True
104,101,4,16,26,112,1,99,86,93,False
6,53,5,62,9,4,21,83,16,96,False
21,22,64,106,98,13,41,90,112,99,True
17,99,10,14,26,88,128,106,93,53,True
105,70,8,97,59,123,48,35,9,74,True
39,110,94,21,14,17,27,57,56,72,False
87,17,11,28,25,84,10,42,129,64,True
71,30,14,74,84,44,86,104,11,26,False
20,70,15,99,26,30,105,41,11,62,False
100,2,14,68,74,1,50,104,86,46,False
75,49,19,72,71,8,31,60,14,53,False
128,16,95,35,66,65,101,37,123,45,False
105,126,9,47,12,74,63,106,99,121,False
48,121,52,69,88,113,58,84,98,39,True
35,114,14,22,29,50,34,13,103,59,True
52,11,110,62,95,64,9,54,28,88,False
54,53,99,10,97,21,2,105,95,37,True
63,2,22,84,123,8,34,108,21,27,True
68,86,48,56,72,44,49,64,26,123,True
55,59,68,97,111,11,69,6,30,86,True
2,74,102,6,27,97,30,14,10,35,False
1,88,84,76,18,42,48,135,17,44,True
129,5,17,114,74,13,27,14,19,32,False
59,67,21,14,26,47,46,78,68,72,False
34,18,37,99,26,45,101,32,48,135,False
61,1,121,103,100,86,11,42,18,79,False
86,12,96,11,27,71,28,94,17,84,False
6,59,101,33,86,105,58,94,74,97,False
47,74,35,114,87,27,28,6,55,41,False
70,16,113,49,21,57,14,25,81,129,True
1,15,88,60,35,44,62,38,31,39,False
31,101,35,71,70,20,12,22,110,62,True
96,101,26,44,121,102,25,34,35,31,False
26,32,46,68,4,93,30,62,88,21,True
34,55,119,100,46,53,64,39,35,47,False
41,52,22,27,14,126,83,114,90,48,True
114,74,44,30,16,38,75,65,1,86,False
95,61,5,4,89,35,123,84,34,2,True
73,35,2,20,14,22,123,70,112,28,False
1,39,101,14,9,74,81,27,102,35,False
53,44,35,71,81,8,68,14,119,129,True
103,104,119,6,105,21,36,112,16,22,True
26,63,12,61,105,75,11,128,67,53,True
2,59,25,6,53,4,13,46,39,87,True
67,70,45,25,40,30,114,4,47,60,False
6,1,62,46,42,14,104,98,63,99,False
112,44,71,61,110,120,22,77,63,16,True
50,65,59,8,63,9,20,71,33,85,False
36,74,2,111,94,50,113,10,120,26,False
104,99,110,44,119,84,108,106,42,40,True
105,15,49,54,1,64,14,48,126,84,False
64,21,17,10,87,6,74,112,106,83,False
6,41,69,65,106,45,48,43,72,3,False
35,94,5,123,25,42,23,29,26,15,False
107,135,35,94,31,10,79,73,50,39,True
44,48,2,50,26,22,101,1,51,5,False
109,2,21,30,70,56,103,105,44,26,False
12,31,100,20,25,84,26,135,94,9,False
48,126,40,13,2,69,121,106,113,70,True
109,9,23,86,21,108,8,14,119,27,False
14,67,110,85,84,93,43,34,39,75,True
49,109,27,9,44,72,46,25,128,16,True
128,6,34,101,22,21,71,41,9,14,False
123,14,45,12,75,74,101,42,94,7,True
23,93,25,21,9,30,70,52,135,85,False
28,56,87,25,32,121,21,29,6,60,False
34,84,42,25,104,112,88,100,11,93,True
102,67,62,43,39,28,52,53,88,6,True
120,9,50,14,88,42,102,22,58,10,False
42,121,2,68,21,112,26,70,41,35,True
104,21,94,64,26,108,41,87,84,75,True
8,99,55,30,14,44,47,31,93,80,True
32,104,17,110,9,5,13,68,41,120,False
44,21,29,41,111,14,35,11,68,94,False
4,10,14,16,86,1,119,17,83,70,True
10,31,30,129,121,69,36,104,76,1,False
41,75,20,62,4,121,95,67,50,7,True
25,101,31,99,23,53,114,22,98,35,False
13,9,87,1,104,51,12,11,55,30,False
9,11,30,67,28,41,46,74,135,88,False
56,50,27,70,35,74,1,8,105,44,True
104,32,46,17,67,65,71,110,89,135,False
60,33,18,22,16,75,64,7,113,63,True
16,22,48,3,27,8,98,93,11,79,True
31,14,74,10,38,102,100,9,18,7,False
71,30,77,35,47,33,86,34,63,19,False
135,28,91,100,108,5,70,59,64,105,False
1,40,59,123,30,26,49,94,120,35,True
121,128,18,6,85,25,41,74,71,4,False
11,19,35,123,101,17,104,68,119,44,False
30,72,19,22,4,14,45,110,2,48,False
67,30,99,106,20,53,101,26,44,81,True
71,33,50,53,44,93,34,27,2,51,False
93,25,14,19,21,9,8,75,123,28,False
100,20,49,44,31,6,1,101,88,78,False
25,38,10,123,94,8,106,120,68,28,False
13,123,69,88,95,11,14,110,64,54,False
11,105,36,2,93,1,14,47,44,31,False
26,70,106,22,69,114,27,42,14,11,False
73,63,70,104,18,121,128,48,83,91,True
25,81,75,22,33,106,47,17,135,44,False
71,68,81,129,22,119,9,21,31,48,False
14,54,74,10,96,47,21,59,84,104,True
97,25,119,39,81,67,5,101,55,68,False
36,53,84,120,54,76,14,99,33,109,False
25,54,21,69,104,6,47,30,35,41,False
65,22,43,58,28,35,2,17,103,4,False
54,68,13,9,23,29,71,126,57,95,True
14,123,99,76,72,36,30,10,2,9,False
69,71,68,73,61,112,6,135,16,21,False
79,113,14,84,48,30,96,13,123,97,True
120,33,22,56,103,71,72,90,52,14,True
9,26,89,48,11,6,41,35,17,68,True
42,95,26,53,123,2,21,10,83,11,True
14,41,101,128,129,5,10,135,69,53,False
21,107,60,63,6,74,9,29,48,112,True
26,108,6,43,111,28,102,37,59,48,False
81,13,79,41,6,123,44,2,97,34,False
26,74,109,78,32,33,6,15,40,31,True
27,8,43,49,52,40,20,63,84,53,False
10,37,27,12,108,62,79,2,13,94,True
15,39,26,18,14,2,123,101,99,41,True
32,59,105,53,36,7,97,95,47,73,True
35,26,4,20,54,25,44,107,22,32,True
21,93,9,74,2,87,1,128,17,97,True
54,28,15,112,27,26,42,14,48,22,True
33,104,18,129,26,25,84,6,8,11,True
86,106,35,99,90,1,100,126,105,102,False
60,74,68,4,11,120,97,9,94,121,True
20,61,72,34,60,17,87,98,51,6,False
11,87,85,2,41,40,103,62,49,25,True
14,62,98,23,121,11,53,10,99,74,True
26,48,22,99,84,5,32,55,9,11,True
16,33,8,32,17,2,48,72,22,101,True
8,112,2,126,15,32,97,23,56,27,False
7,123,36,58,35,56,105,96,86,61,False
100,75,104,47,94,17,64,74,69,63,True
84,74,27,98,6,78,75,85,54,47,False
98,83,22,44,123,94,26,56,16,71,False
71,44,25,106,62,35,99,7,114,1,True
22,21,114,53,33,54,81,128,50,45,False
72,16,79,93,14,74,105,47,18,85,False
106,73,49,8,43,129,11,103,48,50,True
67,25,31,7,9,84,81,95,90,26,True
12,106,86,26,96,74,31,18,6,105,True
50,14,15,20,35,40,54,6,72,32,True
93,5,9,85,65,99,45,109,87,35,False
29,91,67,81,7,35,47,71,135,14,False
65,102,8,120,41,21,114,74,14,112,True
105,12,74,53,17,50,36,14,9,71,False
83,20,36,81,44,62,63,26,68,59,True
44,119,113,90,69,40,26,59,12,120,False
114,26,49,50,12,54,81,14,30,1,True
95,50,49,84,34,31,26,93,81,74,True
120,110,8,93,135,85,52,21,108,62,False
54,65,84,43,47,75,22,25,8,27,False
46,15,72,14,63,27,71,99,10,1,True
50,56,33,93,84,14,25,94,70,20,True
114,31,105,4,22,2,48,97,123,1,True
35,25,22,104,74,114,31,109,102,11,True
75,86,99,14,8,6,104,82,121,126,False
123,13,47,35,62,129,8,81,27,83,False
73,72,119,16,64,87,35,101,71,67,False
46,87,43,75,108,4,49,30,34,121,False
93,26,123,126,104,94,5,102,52,81,False
87,106,32,86,42,129,109,22,123,112,True
14,54,26,49,2,102,123,70,50,46,True
23,49,89,26,84,94,22,9,42,56,False
6,53,5,62,9,4,21,83,16,96,False
21,22,64,106,98,13,41,90,112,99,True
17,99,10,14,26,88,128,106,93,53,True
105,70,8,97,59,123,48,35,9,74,True
39,110,94,21,14,17,27,57,56,72,False
87,17,11,28,25,84,10,42,129,64,True
71,30,14,74,84,44,86,104,11,26,False
20,70,15,99,26,30,105,41,11,62,False
100,2,14,68,74,1,50,104,86,46,False
75,49,19,72,71,8,31,60,14,53,False
128,16,95,35,66,65,101,37,123,45,False
105,126,9,47,12,74,63,106,99,121,False
48,121,52,69,88,113,58,84,98,39,True
35,114,14,22,29,50,34,13,103,59,True
52,11,110,62,95,64,9,54,28,88,False
54,53,99,10,97,21,2,105,95,37,True
63,2,22,84,123,8,34,108,21,27,True
68,86,48,56,72,44,49,64,26,123,True
55,59,68,97,111,11,69,6,30,86,True
2,74,102,6,27,97,30,14,10,35,False
1,88,84,76,18,42,48,135,17,44,True
129,5,17,114,74,13,27,14,19,32,False
59,67,21,14,26,47,46,78,68,72,False
34,18,37,99,26,45,101,32,48,135,False
61,1,121,103,100,86,11,42,18,79,False
86,12,96,11,27,71,28,94,17,84,False
6,59,101,33,86,105,58,94,74,97,False
47,74,35,114,87,27,28,6,55,41,False
70,16,113,49,21,57,14,25,81,129,True
47,84,14,68,1,95,81,75,21,87,True
25,11,5,8,81,113,88,112,22,58,True
44,73,2,87,16,98,50,54,34,26,False
14,12,121,43,21,68,88,22,93,49,False
74,8,14,71,84,26,42,15,21,20,True
21,49,100,16,129,90,32,11,123,87,True
17,52,104,44,101,87,34,98,95,71,True
129,22,46,67,40,26,62,83,8,112,False
41,16,121,34,26,67,21,103,104,50,True
26,49,41,119,44,93,52,62,128,13,True
21,126,67,34,5,84,76,71,25,14,True
14,67,74,34,65,102,9,28,59,54,True
67,135,26,107,114,21,39,56,64,81,False
52,75,8,5,61,2,123,11,45,16,True
4,91,71,2,68,82,25,5,11,20,True
95,44,25,18,93,112,59,11,100,74,True
128,26,35,59,16,53,69,86,123,41,True
33,135,52,86,71,53,49,5,101,31,False
48,4,112,13,103,10,105,120,16,7,True
20,10,9,102,94,75,42,35,64,74,True
26,101,12,106,19,86,94,29,100,35,True
9,21,99,104,26,62,73,25,20,6,True
25,26,35,67,102,79,63,13,71,2,False
71,112,54,128,39,9,98,35,68,59,False
14,71,95,27,49,26,70,99,53,11,True
17,51,28,16,48,26,96,71,35,1,True
109,104,121,74,13,37,8,106,105,73,True
67,16,56,25,107,21,74,119,129,72,False
58,26,35,12,104,102,47,4,48,66,False
67,110,18,84,10,30,98,119,32,11,False
76,114,31,2,121,84,70,6,9,74,False
44,91,123,54,74,20,45,46,84,95,False
35,111,84,74,59,11,53,129,63,8,True
64,67,38,42,113,74,107,63,49,31,False
59,109,38,46,121,42,105,95,94,50,False
23,55,65,119,96,81,8,35,27,50,True
83,6,59,74,71,119,27,14,25,75,True
41,46,14,91,13,36,30,63,37,99,False
28,74,89,84,25,27,11,68,94,99,False
35,15,11,123,49,112,14,27,44,104,True
123,35,84,21,1,113,20,44,22,47,True
71,135,119,33,26,74,95,69,128,121,True
87,41,78,20,106,21,46,48,38,47,False
18,55,39,84,44,23,123,25,74,41,True
67,68,50,60,101,106,9,75,31,2,True
67,29,5,35,88,36,84,57,6,25,False
8,91,94,90,129,6,2,72,9,31,False
10,74,99,54,88,126,20,129,111,77,False
99,91,68,44,74,8,27,129,14,21,False
35,86,95,21,39,11,98,6,105,58,True
47,37,8,32,35,79,123,74,67,63,True
5,101,62,99,93,9,37,49,123,14,False
129,12,75,36,33,29,110,123,7,104,True
31,35,71,17,20,74,14,33,128,53,True
10,74,18,17,98,14,26,96,11,41,True
29,81,21,3,86,99,33,74,49,35,False
1,107,3,32,21,26,22,104,44,52,False
39,54,26,110,93,65,58,92,32,105,True
45,129,102,62,39,65,93,35,98,106,False
72,87,9,29,13,35,7,11,14,42,False
13,48,4,59,14,88,94,62,84,72,True
5,44,14,26,75,101,35,105,65,71,True
65,84,6,57,2,135,46,111,70,123,False
93,47,99,41,35,56,67,32,57,26,False
67,75,128,129,68,7,47,90,16,6,True
7,37,72,113,28,5,70,15,112,104,False
25,99,50,35,93,68,104,22,119,6,False
35,30,6,2,48,62,39,14,34,1,False
26,70,106,22,69,114,27,42,14,11,False
73,63,70,104,18,121,128,48,83,91,True
25,81,75,22,33,106,47,17,135,44,False
71,68,81,129,22,119,9,21,31,48,False
14,54,74,10,96,47,21,59,84,104,True
97,25,119,39,81,67,5,101,55,68,False
36,53,84,120,54,76,14,99,33,109,False
25,54,21,69,104,6,47,30,35,41,False
65,22,43,58,28,35,2,17,103,4,False
54,68,13,9,23,29,71,126,57,95,True
14,123,99,76,72,36,30,10,2,9,False
69,71,68,73,61,112,6,135,16,21,False
79,113,14,84,48,30,96,13,123,97,True
120,33,22,56,103,71,72,90,52,14,True
9,26,89,48,11,6,41,35,17,68,True
42,95,26,53,123,2,21,10,83,11,True
14,41,101,128,129,5,10,135,69,53,False
21,107,60,63,6,74,9,29,48,112,True
26,108,6,43,111,28,102,37,59,48,False
81,13,79,41,6,123,44,2,97,34,False
26,74,109,78,32,33,6,15,40,31,True
27,8,43,49,52,40,20,63,84,53,False
10,37,27,12,108,62,79,2,13,94,True
15,39,26,18,14,2,123,101,99,41,True
32,59,105,53,36,7,97,95,47,73,True
35,26,4,20,54,25,44,107,22,32,True
35,64,114,29,34,112,54,21,98,120,True
5,11,129,66,49,31,35,99,21,111,True
90,30,65,129,18,78,39,5,104,44,True
59,48,84,26,4,13,93,21,39,29,True
126,68,129,27,54,39,74,42,6,83,True
76,25,123,2,70,84,6,11,62,87,True
61,78,46,44,80,98,62,41,23,101,False
62,74,32,49,94,93,28,9,10,30,True
87,25,41,29,107,84,82,44,14,1,False
14,30,39,93,16,87,104,27,97,41,False
51,81,59,14,73,7,123,67,44,37,False
102,27,41,42,35,111,23,8,70,84,False
31,108,25,114,21,42,14,48,22,35,False
31,104,67,129,25,22,96,8,21,16,False
21,47,67,49,68,14,98,11,64,42,True
98,74,30,48,72,49,106,100,64,88,False
67,21,129,50,25,72,10,16,9,83,False
83,97,11,32,30,15,121,6,35,112,False
119,1,98,68,82,105,49,53,72,93,True
135,44,25,93,14,102,89,63,35,71,False
50,46,9,35,14,28,49,84,21,26,False
